food_code,food_description,number_of_servings,measure_description,gram_weight
11100000.0,"Milk, NFS",1.0,Per 100g,100.0
11100000.0,"Milk, NFS",1.0,1 cup,244.0
11100000.0,"Milk, NFS",1.0,1 fl oz,30.5
11100000.0,"Milk, NFS",1.0,1 individual school container,244.0
11100000.0,"Milk, NFS",1.0,Guideline amount per fl oz of beverage,2.5
11100000.0,"Milk, NFS",1.0,Guideline amount per cup of hot cereal,61.0
11100000.0,"Milk, NFS",1.0,Quantity not specified,244.0
11111000.0,"Milk, whole (Includes: leche fresca)",1.0,Per 100g,100.0
11111000.0,"Milk, whole (Includes: leche fresca)",1.0,1 cup,244.0
11111000.0,"Milk, whole (Includes: leche fresca)",1.0,1 fl oz,30.5
11111000.0,"Milk, whole (Includes: leche fresca)",1.0,1 individual school container,244.0
11111000.0,"Milk, whole (Includes: leche fresca)",1.0,Guideline amount per fl oz of beverage,2.5
11111000.0,"Milk, whole (Includes: leche fresca)",1.0,Guideline amount per cup of hot cereal,61.0
11111000.0,"Milk, whole (Includes: leche fresca)",1.0,Quantity not specified,244.0
11112110.0,"Milk, reduced fat (2%)",1.0,Per 100g,100.0
11112110.0,"Milk, reduced fat (2%)",1.0,1 cup,244.0
11112110.0,"Milk, reduced fat (2%)",1.0,1 fl oz,30.5
11112110.0,"Milk, reduced fat (2%)",1.0,1 individual school container,244.0
11112110.0,"Milk, reduced fat (2%)",1.0,Guideline amount per fl oz of beverage,2.5
11112110.0,"Milk, reduced fat (2%)",1.0,Guideline amount per cup of hot cereal,61.0
11112110.0,"Milk, reduced fat (2%)",1.0,Quantity not specified,244.0
11112210.0,"Milk, low fat (1%)",1.0,Per 100g,100.0
11112210.0,"Milk, low fat (1%)",1.0,1 cup,244.0
11112210.0,"Milk, low fat (1%)",1.0,1 fl oz,30.5
11112210.0,"Milk, low fat (1%)",1.0,1 individual school container,244.0
11112210.0,"Milk, low fat (1%)",1.0,Guideline amount per fl oz of beverage,2.5
11112210.0,"Milk, low fat (1%)",1.0,Guideline amount per cup of hot cereal,61.0
11112210.0,"Milk, low fat (1%)",1.0,Quantity not specified,244.0
11113000.0,"Milk, fat free (skim)",1.0,Per 100g,100.0
11113000.0,"Milk, fat free (skim)",1.0,1 cup,244.0
11113000.0,"Milk, fat free (skim)",1.0,1 fl oz,30.5
11113000.0,"Milk, fat free (skim)",1.0,1 individual school container,244.0
11113000.0,"Milk, fat free (skim)",1.0,Guideline amount per fl oz of beverage,2.5
11113000.0,"Milk, fat free (skim)",1.0,Guideline amount per cup of hot cereal,61.0
11113000.0,"Milk, fat free (skim)",1.0,Quantity not specified,244.0
11114300.0,"Milk, lactose free, low fat (1%)",1.0,Per 100g,100.0
11114300.0,"Milk, lactose free, low fat (1%)",1.0,1 cup,244.0
11114300.0,"Milk, lactose free, low fat (1%)",1.0,1 fl oz,30.5
11114300.0,"Milk, lactose free, low fat (1%)",1.0,Guideline amount per fl oz of beverage,2.5
11114300.0,"Milk, lactose free, low fat (1%)",1.0,Guideline amount per cup of hot cereal,61.0
11114300.0,"Milk, lactose free, low fat (1%)",1.0,Quantity not specified,244.0
11114320.0,"Milk, lactose free, fat free (skim)",1.0,Per 100g,100.0
11114320.0,"Milk, lactose free, fat free (skim)",1.0,1 cup,244.0
11114320.0,"Milk, lactose free, fat free (skim)",1.0,1 fl oz,30.5
11114320.0,"Milk, lactose free, fat free (skim)",1.0,Guideline amount per fl oz of beverage,2.5
11114320.0,"Milk, lactose free, fat free (skim)",1.0,Guideline amount per cup of hot cereal,61.0
11114320.0,"Milk, lactose free, fat free (skim)",1.0,Quantity not specified,244.0
11114330.0,"Milk, lactose free, reduced fat (2%) (Includes: lactose free milk, NS as to fat content)",1.0,Per 100g,100.0
11114330.0,"Milk, lactose free, reduced fat (2%) (Includes: lactose free milk, NS as to fat content)",1.0,1 cup,244.0
11114330.0,"Milk, lactose free, reduced fat (2%) (Includes: lactose free milk, NS as to fat content)",1.0,1 fl oz,30.5
11114330.0,"Milk, lactose free, reduced fat (2%) (Includes: lactose free milk, NS as to fat content)",1.0,Guideline amount per fl oz of beverage,2.5
11114330.0,"Milk, lactose free, reduced fat (2%) (Includes: lactose free milk, NS as to fat content)",1.0,Guideline amount per cup of hot cereal,61.0
11114330.0,"Milk, lactose free, reduced fat (2%) (Includes: lactose free milk, NS as to fat content)",1.0,Quantity not specified,244.0
11114350.0,"Milk, lactose free, whole",1.0,Per 100g,100.0
11114350.0,"Milk, lactose free, whole",1.0,1 cup,244.0
11114350.0,"Milk, lactose free, whole",1.0,1 fl oz,30.5
11114350.0,"Milk, lactose free, whole",1.0,Guideline amount per fl oz of beverage,2.5
11114350.0,"Milk, lactose free, whole",1.0,Guideline amount per cup of hot cereal,61.0
11114350.0,"Milk, lactose free, whole",1.0,Quantity not specified,244.0
11115300.0,Buttermilk,1.0,Per 100g,100.0
11115300.0,Buttermilk,1.0,1 cup,244.0
11115300.0,Buttermilk,1.0,1 fl oz,30.5
11115300.0,Buttermilk,1.0,Quantity not specified,244.0
11115400.0,Kefir (Includes: fermented milk drink; all types),1.0,Per 100g,100.0
11115400.0,Kefir (Includes: fermented milk drink; all types),1.0,1 cup,244.0
11115400.0,Kefir (Includes: fermented milk drink; all types),1.0,1 fl oz,30.5
11115400.0,Kefir (Includes: fermented milk drink; all types),1.0,Quantity not specified,244.0
11116000.0,Goat milk,1.0,Per 100g,100.0
11116000.0,Goat milk,1.0,1 cup,244.0
11116000.0,Goat milk,1.0,1 fl oz,30.5
11116000.0,Goat milk,1.0,Guideline amount per fl oz of beverage,2.5
11116000.0,Goat milk,1.0,Guideline amount per cup of hot cereal,61.0
11116000.0,Goat milk,1.0,Quantity not specified,244.0
11120000.0,"Milk, dry, reconstituted, nonfat (Includes: NS as to fat content; 1% fat; 2% fat)",1.0,Per 100g,100.0
11120000.0,"Milk, dry, reconstituted, nonfat (Includes: NS as to fat content; 1% fat; 2% fat)",1.0,1 cup,244.0
11120000.0,"Milk, dry, reconstituted, nonfat (Includes: NS as to fat content; 1% fat; 2% fat)",1.0,1 fl oz,30.5
11120000.0,"Milk, dry, reconstituted, nonfat (Includes: NS as to fat content; 1% fat; 2% fat)",1.0,Guideline amount per fl oz of beverage,2.5
11120000.0,"Milk, dry, reconstituted, nonfat (Includes: NS as to fat content; 1% fat; 2% fat)",1.0,Guideline amount per cup of hot cereal,61.0
11120000.0,"Milk, dry, reconstituted, nonfat (Includes: NS as to fat content; 1% fat; 2% fat)",1.0,Quantity not specified,244.0
11121100.0,"Milk, dry, reconstituted, whole (Includes: Nido Fortificada)",1.0,Per 100g,100.0
11121100.0,"Milk, dry, reconstituted, whole (Includes: Nido Fortificada)",1.0,1 cup,244.0
11121100.0,"Milk, dry, reconstituted, whole (Includes: Nido Fortificada)",1.0,1 fl oz,30.5
11121100.0,"Milk, dry, reconstituted, whole (Includes: Nido Fortificada)",1.0,Guideline amount per fl oz of beverage,2.5
11121100.0,"Milk, dry, reconstituted, whole (Includes: Nido Fortificada)",1.0,Guideline amount per cup of hot cereal,61.0
11121100.0,"Milk, dry, reconstituted, whole (Includes: Nido Fortificada)",1.0,Quantity not specified,244.0
11210050.0,"Milk, evaporated, NS as to fat content",1.0,Per 100g,100.0
11210050.0,"Milk, evaporated, NS as to fat content",1.0,1 cup,252.0
11210050.0,"Milk, evaporated, NS as to fat content",1.0,1 fl oz,31.5
11210050.0,"Milk, evaporated, NS as to fat content",1.0,Guideline amount per fl oz of beverage,2.6
11210050.0,"Milk, evaporated, NS as to fat content",1.0,Guideline amount per cup of hot cereal,63.0
11210050.0,"Milk, evaporated, NS as to fat content",1.0,Quantity not specified,16.0
11211050.0,"Milk, evaporated, whole",1.0,Per 100g,100.0
11211050.0,"Milk, evaporated, whole",1.0,1 cup,252.0
11211050.0,"Milk, evaporated, whole",1.0,1 fl oz,31.5
11211050.0,"Milk, evaporated, whole",1.0,Guideline amount per fl oz of beverage,2.6
11211050.0,"Milk, evaporated, whole",1.0,Guideline amount per cup of hot cereal,63.0
11211050.0,"Milk, evaporated, whole",1.0,Quantity not specified,16.0
11211400.0,"Milk, evaporated, reduced fat (2%)",1.0,Per 100g,100.0
11211400.0,"Milk, evaporated, reduced fat (2%)",1.0,1 cup,252.0
11211400.0,"Milk, evaporated, reduced fat (2%)",1.0,1 fl oz,31.5
11211400.0,"Milk, evaporated, reduced fat (2%)",1.0,Guideline amount per cup of hot cereal,63.0
11211400.0,"Milk, evaporated, reduced fat (2%)",1.0,Quantity not specified,16.0
11212050.0,"Milk, evaporated, fat free (skim)",1.0,Per 100g,100.0
11212050.0,"Milk, evaporated, fat free (skim)",1.0,1 cup,252.0
11212050.0,"Milk, evaporated, fat free (skim)",1.0,1 fl oz,31.5
11212050.0,"Milk, evaporated, fat free (skim)",1.0,Guideline amount per fl oz of beverage,2.6
11212050.0,"Milk, evaporated, fat free (skim)",1.0,Guideline amount per cup of hot cereal,63.0
11212050.0,"Milk, evaporated, fat free (skim)",1.0,Quantity not specified,16.0
11220000.0,"Milk, condensed, sweetened (Includes: La Lechera)",1.0,Per 100g,100.0
11220000.0,"Milk, condensed, sweetened (Includes: La Lechera)",1.0,1 cup,304.0
11220000.0,"Milk, condensed, sweetened (Includes: La Lechera)",1.0,1 fl oz,38.0
11220000.0,"Milk, condensed, sweetened (Includes: La Lechera)",1.0,Quantity not specified,19.0
11300100.0,"Non-dairy milk, NFS",1.0,Per 100g,100.0
11300100.0,"Non-dairy milk, NFS",1.0,1 cup,244.0
11300100.0,"Non-dairy milk, NFS",1.0,1 fl oz,30.5
11300100.0,"Non-dairy milk, NFS",1.0,Guideline amount per fl oz of beverage,2.5
11300100.0,"Non-dairy milk, NFS",1.0,Guideline amount per cup of hot cereal,61.0
11300100.0,"Non-dairy milk, NFS",1.0,Quantity not specified,244.0
11320000.0,"Soy milk, sweetened (Includes: NS as to sweetened)",1.0,Per 100g,100.0
11320000.0,"Soy milk, sweetened (Includes: NS as to sweetened)",1.0,1 cup,244.0
11320000.0,"Soy milk, sweetened (Includes: NS as to sweetened)",1.0,1 fl oz,30.5
11320000.0,"Soy milk, sweetened (Includes: NS as to sweetened)",1.0,Guideline amount per fl oz of beverage,2.5
11320000.0,"Soy milk, sweetened (Includes: NS as to sweetened)",1.0,Guideline amount per cup of hot cereal,61.0
11320000.0,"Soy milk, sweetened (Includes: NS as to sweetened)",1.0,Quantity not specified,244.0
11320100.0,"Soy milk, unsweetened (Includes: light)",1.0,Per 100g,100.0
11320100.0,"Soy milk, unsweetened (Includes: light)",1.0,1 cup,244.0
11320100.0,"Soy milk, unsweetened (Includes: light)",1.0,1 fl oz,30.5
11320100.0,"Soy milk, unsweetened (Includes: light)",1.0,Guideline amount per fl oz of beverage,2.5
11320100.0,"Soy milk, unsweetened (Includes: light)",1.0,Guideline amount per cup of hot cereal,61.0
11320100.0,"Soy milk, unsweetened (Includes: light)",1.0,Quantity not specified,244.0
11321000.0,"Soy milk, chocolate",1.0,Per 100g,100.0
11321000.0,"Soy milk, chocolate",1.0,1 cup,244.0
11321000.0,"Soy milk, chocolate",1.0,1 fl oz,30.5
11321000.0,"Soy milk, chocolate",1.0,Quantity not specified,244.0
11350000.0,"Almond milk, sweetened (Includes: cashew or other nut milk)",1.0,Per 100g,100.0
11350000.0,"Almond milk, sweetened (Includes: cashew or other nut milk)",1.0,1 cup,244.0
11350000.0,"Almond milk, sweetened (Includes: cashew or other nut milk)",1.0,1 fl oz,30.5
11350000.0,"Almond milk, sweetened (Includes: cashew or other nut milk)",1.0,Guideline amount per fl oz of beverage,2.5
11350000.0,"Almond milk, sweetened (Includes: cashew or other nut milk)",1.0,Guideline amount per cup of hot cereal,61.0
11350000.0,"Almond milk, sweetened (Includes: cashew or other nut milk)",1.0,Quantity not specified,244.0
11350010.0,"Almond milk, chocolate (Includes: cashew or other nut milk)",1.0,Per 100g,100.0
11350010.0,"Almond milk, chocolate (Includes: cashew or other nut milk)",1.0,1 cup,244.0
11350010.0,"Almond milk, chocolate (Includes: cashew or other nut milk)",1.0,1 fl oz,30.5
11350010.0,"Almond milk, chocolate (Includes: cashew or other nut milk)",1.0,Quantity not specified,244.0
11350020.0,"Almond milk, unsweetened (Includes: cashew or other nut milk; light)",1.0,Per 100g,100.0
11350020.0,"Almond milk, unsweetened (Includes: cashew or other nut milk; light)",1.0,1 cup,244.0
11350020.0,"Almond milk, unsweetened (Includes: cashew or other nut milk; light)",1.0,1 fl oz,30.5
11350020.0,"Almond milk, unsweetened (Includes: cashew or other nut milk; light)",1.0,Guideline amount per fl oz of beverage,2.5
11350020.0,"Almond milk, unsweetened (Includes: cashew or other nut milk; light)",1.0,Guideline amount per cup of hot cereal,61.0
11350020.0,"Almond milk, unsweetened (Includes: cashew or other nut milk; light)",1.0,Quantity not specified,244.0
11350040.0,"Almond milk, NFS (Includes: cashew or other nut milk; NS as to sweetened)",1.0,Per 100g,100.0
11350040.0,"Almond milk, NFS (Includes: cashew or other nut milk; NS as to sweetened)",1.0,1 cup,244.0
11350040.0,"Almond milk, NFS (Includes: cashew or other nut milk; NS as to sweetened)",1.0,1 fl oz,30.5
11350040.0,"Almond milk, NFS (Includes: cashew or other nut milk; NS as to sweetened)",1.0,Guideline amount per fl oz of beverage,2.5
11350040.0,"Almond milk, NFS (Includes: cashew or other nut milk; NS as to sweetened)",1.0,Guideline amount per cup of hot cereal,61.0
11350040.0,"Almond milk, NFS (Includes: cashew or other nut milk; NS as to sweetened)",1.0,Quantity not specified,244.0
11360000.0,Rice milk,1.0,Per 100g,100.0
11360000.0,Rice milk,1.0,1 cup,244.0
11360000.0,Rice milk,1.0,1 fl oz,30.5
11360000.0,Rice milk,1.0,Guideline amount per fl oz of beverage,2.5
11360000.0,Rice milk,1.0,Guideline amount per cup of hot cereal,61.0
11360000.0,Rice milk,1.0,Quantity not specified,244.0
11360200.0,Oat milk,1.0,Per 100g,100.0
11360200.0,Oat milk,1.0,1 cup,244.0
11360200.0,Oat milk,1.0,1 fl oz,30.5
11360200.0,Oat milk,1.0,Guideline amount per fl oz of beverage,2.5
11360200.0,Oat milk,1.0,Guideline amount per cup of hot cereal,61.0
11360200.0,Oat milk,1.0,Quantity not specified,244.0
11370000.0,Coconut milk,1.0,Per 100g,100.0
11370000.0,Coconut milk,1.0,1 cup,244.0
11370000.0,Coconut milk,1.0,1 fl oz,30.5
11370000.0,Coconut milk,1.0,Guideline amount per fl oz of beverage,2.5
11370000.0,Coconut milk,1.0,Guideline amount per cup of hot cereal,61.0
11370000.0,Coconut milk,1.0,Quantity not specified,244.0
11400000.0,"Yogurt, NFS",1.0,Per 100g,100.0
11400000.0,"Yogurt, NFS",1.0,1 4 oz container,113.0
11400000.0,"Yogurt, NFS",1.0,1 6 oz container,170.0
11400000.0,"Yogurt, NFS",1.0,"1 container, NFS",170.0
11400000.0,"Yogurt, NFS",1.0,1 cup,245.0
11400000.0,"Yogurt, NFS",1.0,Quantity not specified,170.0
11400010.0,"Yogurt, Greek, NS as to type of milk or flavor",1.0,Per 100g,100.0
11400010.0,"Yogurt, Greek, NS as to type of milk or flavor",1.0,1 5.3 oz container,150.0
11400010.0,"Yogurt, Greek, NS as to type of milk or flavor",1.0,1 6 oz container,170.0
11400010.0,"Yogurt, Greek, NS as to type of milk or flavor",1.0,"1 container, NFS",150.0
11400010.0,"Yogurt, Greek, NS as to type of milk or flavor",1.0,1 cup,245.0
11400010.0,"Yogurt, Greek, NS as to type of milk or flavor",1.0,Quantity not specified,150.0
11410000.0,"Yogurt, NS as to type of milk or flavor",1.0,Per 100g,100.0
11410000.0,"Yogurt, NS as to type of milk or flavor",1.0,1 4 oz container,113.0
11410000.0,"Yogurt, NS as to type of milk or flavor",1.0,1 6 oz container,170.0
11410000.0,"Yogurt, NS as to type of milk or flavor",1.0,"1 container, NFS",170.0
11410000.0,"Yogurt, NS as to type of milk or flavor",1.0,1 cup,245.0
11410000.0,"Yogurt, NS as to type of milk or flavor",1.0,Quantity not specified,170.0
11411010.0,"Yogurt, NS as to type of milk, plain",1.0,Per 100g,100.0
11411010.0,"Yogurt, NS as to type of milk, plain",1.0,1 4 oz container,113.0
11411010.0,"Yogurt, NS as to type of milk, plain",1.0,1 6 oz container,170.0
11411010.0,"Yogurt, NS as to type of milk, plain",1.0,"1 container, NFS",170.0
11411010.0,"Yogurt, NS as to type of milk, plain",1.0,1 cup,245.0
11411010.0,"Yogurt, NS as to type of milk, plain",1.0,Quantity not specified,170.0
11411100.0,"Yogurt, whole milk, plain",1.0,Per 100g,100.0
11411100.0,"Yogurt, whole milk, plain",1.0,1 4 oz container,113.0
11411100.0,"Yogurt, whole milk, plain",1.0,1 6 oz container,170.0
11411100.0,"Yogurt, whole milk, plain",1.0,"1 container, NFS",170.0
11411100.0,"Yogurt, whole milk, plain",1.0,1 cup,245.0
11411100.0,"Yogurt, whole milk, plain",1.0,Quantity not specified,170.0
11411200.0,"Yogurt, low fat milk, plain (Includes: 1% fat; 2% fat; 99% fat free)",1.0,Per 100g,100.0
11411200.0,"Yogurt, low fat milk, plain (Includes: 1% fat; 2% fat; 99% fat free)",1.0,1 4 oz container,113.0
11411200.0,"Yogurt, low fat milk, plain (Includes: 1% fat; 2% fat; 99% fat free)",1.0,1 6 oz container,170.0
11411200.0,"Yogurt, low fat milk, plain (Includes: 1% fat; 2% fat; 99% fat free)",1.0,"1 container, NFS",170.0
11411200.0,"Yogurt, low fat milk, plain (Includes: 1% fat; 2% fat; 99% fat free)",1.0,1 cup,245.0
11411200.0,"Yogurt, low fat milk, plain (Includes: 1% fat; 2% fat; 99% fat free)",1.0,Quantity not specified,170.0
11411300.0,"Yogurt, nonfat milk, plain (Includes: 0% fat; fat free; light)",1.0,Per 100g,100.0
11411300.0,"Yogurt, nonfat milk, plain (Includes: 0% fat; fat free; light)",1.0,1 4 oz container,113.0
11411300.0,"Yogurt, nonfat milk, plain (Includes: 0% fat; fat free; light)",1.0,1 6 oz container,170.0
11411300.0,"Yogurt, nonfat milk, plain (Includes: 0% fat; fat free; light)",1.0,"1 container, NFS",170.0
11411300.0,"Yogurt, nonfat milk, plain (Includes: 0% fat; fat free; light)",1.0,1 cup,245.0
11411300.0,"Yogurt, nonfat milk, plain (Includes: 0% fat; fat free; light)",1.0,Quantity not specified,170.0
11411390.0,"Yogurt, Greek, NS as to type of milk, plain",1.0,Per 100g,100.0
11411390.0,"Yogurt, Greek, NS as to type of milk, plain",1.0,1 5.3 oz container,150.0
11411390.0,"Yogurt, Greek, NS as to type of milk, plain",1.0,1 6 oz container,170.0
11411390.0,"Yogurt, Greek, NS as to type of milk, plain",1.0,"1 container, NFS",150.0
11411390.0,"Yogurt, Greek, NS as to type of milk, plain",1.0,1 cup,245.0
11411390.0,"Yogurt, Greek, NS as to type of milk, plain",1.0,Quantity not specified,150.0
11411400.0,"Yogurt, Greek, whole milk, plain",1.0,Per 100g,100.0
11411400.0,"Yogurt, Greek, whole milk, plain",1.0,1 5.3 oz container,150.0
11411400.0,"Yogurt, Greek, whole milk, plain",1.0,1 6 oz container,170.0
11411400.0,"Yogurt, Greek, whole milk, plain",1.0,"1 container, NFS",150.0
11411400.0,"Yogurt, Greek, whole milk, plain",1.0,1 cup,245.0
11411400.0,"Yogurt, Greek, whole milk, plain",1.0,Quantity not specified,150.0
11411410.0,"Yogurt, Greek, low fat milk, plain (Includes: 2% fat; 1% fat; 99% fat free)",1.0,Per 100g,100.0
11411410.0,"Yogurt, Greek, low fat milk, plain (Includes: 2% fat; 1% fat; 99% fat free)",1.0,1 5.3 oz container,150.0
11411410.0,"Yogurt, Greek, low fat milk, plain (Includes: 2% fat; 1% fat; 99% fat free)",1.0,1 6 oz container,170.0
11411410.0,"Yogurt, Greek, low fat milk, plain (Includes: 2% fat; 1% fat; 99% fat free)",1.0,"1 container, NFS",150.0
11411410.0,"Yogurt, Greek, low fat milk, plain (Includes: 2% fat; 1% fat; 99% fat free)",1.0,1 cup,245.0
11411410.0,"Yogurt, Greek, low fat milk, plain (Includes: 2% fat; 1% fat; 99% fat free)",1.0,Quantity not specified,150.0
11411420.0,"Yogurt, Greek, nonfat milk, plain (Includes: 0% fat; fat free; light)",1.0,Per 100g,100.0
11411420.0,"Yogurt, Greek, nonfat milk, plain (Includes: 0% fat; fat free; light)",1.0,1 5.3 oz container,150.0
11411420.0,"Yogurt, Greek, nonfat milk, plain (Includes: 0% fat; fat free; light)",1.0,1 6 oz container,170.0
11411420.0,"Yogurt, Greek, nonfat milk, plain (Includes: 0% fat; fat free; light)",1.0,"1 container, NFS",150.0
11411420.0,"Yogurt, Greek, nonfat milk, plain (Includes: 0% fat; fat free; light)",1.0,1 cup,245.0
11411420.0,"Yogurt, Greek, nonfat milk, plain (Includes: 0% fat; fat free; light)",1.0,Quantity not specified,150.0
11430000.0,"Yogurt, NS as to type of milk, fruit",1.0,Per 100g,100.0
11430000.0,"Yogurt, NS as to type of milk, fruit",1.0,1 4 oz container,113.0
11430000.0,"Yogurt, NS as to type of milk, fruit",1.0,1 6 oz container,170.0
11430000.0,"Yogurt, NS as to type of milk, fruit",1.0,"1 container, NFS",170.0
11430000.0,"Yogurt, NS as to type of milk, fruit",1.0,1 cup,245.0
11430000.0,"Yogurt, NS as to type of milk, fruit",1.0,Quantity not specified,170.0
11431000.0,"Yogurt, whole milk, fruit",1.0,Per 100g,100.0
11431000.0,"Yogurt, whole milk, fruit",1.0,1 4 oz container,113.0
11431000.0,"Yogurt, whole milk, fruit",1.0,1 6 oz container,170.0
11431000.0,"Yogurt, whole milk, fruit",1.0,"1 container, NFS",170.0
11431000.0,"Yogurt, whole milk, fruit",1.0,1 cup,245.0
11431000.0,"Yogurt, whole milk, fruit",1.0,Quantity not specified,170.0
11432000.0,"Yogurt, low fat milk, fruit (Includes: 1% fat; 2% fat; 99% fat free)",1.0,Per 100g,100.0
11432000.0,"Yogurt, low fat milk, fruit (Includes: 1% fat; 2% fat; 99% fat free)",1.0,1 4 oz container,113.0
11432000.0,"Yogurt, low fat milk, fruit (Includes: 1% fat; 2% fat; 99% fat free)",1.0,1 6 oz container,170.0
11432000.0,"Yogurt, low fat milk, fruit (Includes: 1% fat; 2% fat; 99% fat free)",1.0,"1 container, NFS",170.0
11432000.0,"Yogurt, low fat milk, fruit (Includes: 1% fat; 2% fat; 99% fat free)",1.0,1 cup,245.0
11432000.0,"Yogurt, low fat milk, fruit (Includes: 1% fat; 2% fat; 99% fat free)",1.0,Quantity not specified,170.0
11433000.0,"Yogurt, nonfat milk, fruit (Includes: 0% fat; fat free; light)",1.0,Per 100g,100.0
11433000.0,"Yogurt, nonfat milk, fruit (Includes: 0% fat; fat free; light)",1.0,1 4 oz container,113.0
11433000.0,"Yogurt, nonfat milk, fruit (Includes: 0% fat; fat free; light)",1.0,1 6 oz container,170.0
11433000.0,"Yogurt, nonfat milk, fruit (Includes: 0% fat; fat free; light)",1.0,"1 container, NFS",170.0
11433000.0,"Yogurt, nonfat milk, fruit (Includes: 0% fat; fat free; light)",1.0,1 cup,245.0
11433000.0,"Yogurt, nonfat milk, fruit (Includes: 0% fat; fat free; light)",1.0,Quantity not specified,170.0
11433990.0,"Yogurt, Greek, NS as to type of milk, fruit",1.0,Per 100g,100.0
11433990.0,"Yogurt, Greek, NS as to type of milk, fruit",1.0,1 5.3 oz container,150.0
11433990.0,"Yogurt, Greek, NS as to type of milk, fruit",1.0,1 6 oz container,170.0
11433990.0,"Yogurt, Greek, NS as to type of milk, fruit",1.0,"1 container, NFS",150.0
11433990.0,"Yogurt, Greek, NS as to type of milk, fruit",1.0,1 cup,245.0
11433990.0,"Yogurt, Greek, NS as to type of milk, fruit",1.0,Quantity not specified,150.0
11434000.0,"Yogurt, Greek, whole milk, fruit",1.0,Per 100g,100.0
11434000.0,"Yogurt, Greek, whole milk, fruit",1.0,1 5.3 oz container,150.0
11434000.0,"Yogurt, Greek, whole milk, fruit",1.0,1 6 oz container,170.0
11434000.0,"Yogurt, Greek, whole milk, fruit",1.0,"1 container, NFS",150.0
11434000.0,"Yogurt, Greek, whole milk, fruit",1.0,1 cup,245.0
11434000.0,"Yogurt, Greek, whole milk, fruit",1.0,Quantity not specified,150.0
11434010.0,"Yogurt, Greek, low fat milk, fruit (Includes: 2% fat; 1% fat; 99% fat free)",1.0,Per 100g,100.0
11434010.0,"Yogurt, Greek, low fat milk, fruit (Includes: 2% fat; 1% fat; 99% fat free)",1.0,1 5.3 oz container,150.0
11434010.0,"Yogurt, Greek, low fat milk, fruit (Includes: 2% fat; 1% fat; 99% fat free)",1.0,1 6 oz container,170.0
11434010.0,"Yogurt, Greek, low fat milk, fruit (Includes: 2% fat; 1% fat; 99% fat free)",1.0,"1 container, NFS",150.0
11434010.0,"Yogurt, Greek, low fat milk, fruit (Includes: 2% fat; 1% fat; 99% fat free)",1.0,1 cup,245.0
11434010.0,"Yogurt, Greek, low fat milk, fruit (Includes: 2% fat; 1% fat; 99% fat free)",1.0,Quantity not specified,150.0
11434020.0,"Yogurt, Greek, nonfat milk, fruit (Includes: 0% fat; fat free; light)",1.0,Per 100g,100.0
11434020.0,"Yogurt, Greek, nonfat milk, fruit (Includes: 0% fat; fat free; light)",1.0,1 5.3 oz container,150.0
11434020.0,"Yogurt, Greek, nonfat milk, fruit (Includes: 0% fat; fat free; light)",1.0,1 6 oz container,170.0
11434020.0,"Yogurt, Greek, nonfat milk, fruit (Includes: 0% fat; fat free; light)",1.0,"1 container, NFS",150.0
11434020.0,"Yogurt, Greek, nonfat milk, fruit (Includes: 0% fat; fat free; light)",1.0,1 cup,245.0
11434020.0,"Yogurt, Greek, nonfat milk, fruit (Includes: 0% fat; fat free; light)",1.0,Quantity not specified,150.0
11434090.0,"Yogurt, NS as to type of milk, flavors other than fruit",1.0,Per 100g,100.0
11434090.0,"Yogurt, NS as to type of milk, flavors other than fruit",1.0,1 4 oz container,113.0
11434090.0,"Yogurt, NS as to type of milk, flavors other than fruit",1.0,1 6 oz container,170.0
11434090.0,"Yogurt, NS as to type of milk, flavors other than fruit",1.0,"1 container, NFS",170.0
11434090.0,"Yogurt, NS as to type of milk, flavors other than fruit",1.0,1 cup,245.0
11434090.0,"Yogurt, NS as to type of milk, flavors other than fruit",1.0,Quantity not specified,170.0
11434100.0,"Yogurt, whole milk, flavors other than fruit",1.0,Per 100g,100.0
11434100.0,"Yogurt, whole milk, flavors other than fruit",1.0,1 4 oz container,113.0
11434100.0,"Yogurt, whole milk, flavors other than fruit",1.0,1 6 oz container,170.0
11434100.0,"Yogurt, whole milk, flavors other than fruit",1.0,"1 container, NFS",170.0
11434100.0,"Yogurt, whole milk, flavors other than fruit",1.0,1 cup,245.0
11434100.0,"Yogurt, whole milk, flavors other than fruit",1.0,Quantity not specified,170.0
11434200.0,"Yogurt, low fat milk, flavors other than fruit (Includes: 1% fat; 2% fat; 99% fat free)",1.0,Per 100g,100.0
11434200.0,"Yogurt, low fat milk, flavors other than fruit (Includes: 1% fat; 2% fat; 99% fat free)",1.0,1 4 oz container,113.0
11434200.0,"Yogurt, low fat milk, flavors other than fruit (Includes: 1% fat; 2% fat; 99% fat free)",1.0,1 6 oz container,170.0
11434200.0,"Yogurt, low fat milk, flavors other than fruit (Includes: 1% fat; 2% fat; 99% fat free)",1.0,"1 container, NFS",170.0
11434200.0,"Yogurt, low fat milk, flavors other than fruit (Includes: 1% fat; 2% fat; 99% fat free)",1.0,1 cup,245.0
11434200.0,"Yogurt, low fat milk, flavors other than fruit (Includes: 1% fat; 2% fat; 99% fat free)",1.0,Quantity not specified,170.0
11434300.0,"Yogurt, nonfat milk, flavors other than fruit (Includes: 0% fat; fat free; light)",1.0,Per 100g,100.0
