food_code,food_description,number_of_servings,measure_description,gram_weight
51301520.0,"Bread, wheat or cracked wheat, reduced calorie and/or high fiber, toasted (Includes: light or lite; pre-sliced or not)",1.0,Per 100g,100.0
51301520.0,"Bread, wheat or cracked wheat, reduced calorie and/or high fiber, toasted (Includes: light or lite; pre-sliced or not)",1.0,Quantity not specified,25.0
51301520.0,"Bread, wheat or cracked wheat, reduced calorie and/or high fiber, toasted (Includes: light or lite; pre-sliced or not)",1.0,1 small or thin/very thin slice,22.0
51301520.0,"Bread, wheat or cracked wheat, reduced calorie and/or high fiber, toasted (Includes: light or lite; pre-sliced or not)",1.0,1 medium or regular slice,25.0
51301520.0,"Bread, wheat or cracked wheat, reduced calorie and/or high fiber, toasted (Includes: light or lite; pre-sliced or not)",1.0,1 large or thick slice,39.0
51301520.0,"Bread, wheat or cracked wheat, reduced calorie and/or high fiber, toasted (Includes: light or lite; pre-sliced or not)",1.0,"1 slice, crust not eaten",12.0
51301520.0,"Bread, wheat or cracked wheat, reduced calorie and/or high fiber, toasted (Includes: light or lite; pre-sliced or not)",1.0,"1 slice, snack-size",9.0
51301540.0,"Bread, French or Vienna, whole wheat (Includes: pre-sliced or not; whole grain)",1.0,Per 100g,100.0
51301540.0,"Bread, French or Vienna, whole wheat (Includes: pre-sliced or not; whole grain)",1.0,"1 cup, crumbs",45.0
51301540.0,"Bread, French or Vienna, whole wheat (Includes: pre-sliced or not; whole grain)",1.0,1 cubic inch,3.7
51301540.0,"Bread, French or Vienna, whole wheat (Includes: pre-sliced or not; whole grain)",1.0,"1 slice, crust not eaten",31.0
51301540.0,"Bread, French or Vienna, whole wheat (Includes: pre-sliced or not; whole grain)",1.0,"1 loaf (14"" long)",470.0
51301540.0,"Bread, French or Vienna, whole wheat (Includes: pre-sliced or not; whole grain)",1.0,Quantity not specified,64.0
51301540.0,"Bread, French or Vienna, whole wheat (Includes: pre-sliced or not; whole grain)",1.0,1 small or thin/very thin slice,32.0
51301540.0,"Bread, French or Vienna, whole wheat (Includes: pre-sliced or not; whole grain)",1.0,1 medium or regular slice,64.0
51301540.0,"Bread, French or Vienna, whole wheat (Includes: pre-sliced or not; whole grain)",1.0,1 large or thick slice,96.0
51301540.0,"Bread, French or Vienna, whole wheat (Includes: pre-sliced or not; whole grain)",1.0,"1 slice, snack-size",10.0
51301540.0,"Bread, French or Vienna, whole wheat (Includes: pre-sliced or not; whole grain)",1.0,"1 slice, Vienna bread",28.0
51301540.0,"Bread, French or Vienna, whole wheat (Includes: pre-sliced or not; whole grain)",1.0,1 individual loaf,82.0
51301540.0,"Bread, French or Vienna, whole wheat (Includes: pre-sliced or not; whole grain)",1.0,"1 mini baguette (about 9"" long)",152.0
51301540.0,"Bread, French or Vienna, whole wheat (Includes: pre-sliced or not; whole grain)",1.0,"1 baguette (about 22"" long)",324.0
51301550.0,"Bread, French or Vienna, whole wheat, toasted (Includes: pre-sliced or not; whole grain)",1.0,Per 100g,100.0
51301550.0,"Bread, French or Vienna, whole wheat, toasted (Includes: pre-sliced or not; whole grain)",1.0,1 cubic inch,3.4
51301550.0,"Bread, French or Vienna, whole wheat, toasted (Includes: pre-sliced or not; whole grain)",1.0,"1 slice, crust not eaten",28.0
51301550.0,"Bread, French or Vienna, whole wheat, toasted (Includes: pre-sliced or not; whole grain)",1.0,"1 loaf (14"" long)",428.0
51301550.0,"Bread, French or Vienna, whole wheat, toasted (Includes: pre-sliced or not; whole grain)",1.0,Quantity not specified,59.0
51301550.0,"Bread, French or Vienna, whole wheat, toasted (Includes: pre-sliced or not; whole grain)",1.0,1 small or thin/very thin slice,29.0
51301550.0,"Bread, French or Vienna, whole wheat, toasted (Includes: pre-sliced or not; whole grain)",1.0,1 medium or regular slice,59.0
51301550.0,"Bread, French or Vienna, whole wheat, toasted (Includes: pre-sliced or not; whole grain)",1.0,1 large or thick slice,88.0
51301550.0,"Bread, French or Vienna, whole wheat, toasted (Includes: pre-sliced or not; whole grain)",1.0,"1 slice, Vienna bread",26.0
51301550.0,"Bread, French or Vienna, whole wheat, toasted (Includes: pre-sliced or not; whole grain)",1.0,"1 slice, snack-size",9.0
51301600.0,"Bread, pita, whole wheat (Includes: whole grain; flatbread)",1.0,Per 100g,100.0
51301600.0,"Bread, pita, whole wheat (Includes: whole grain; flatbread)",1.0,Quantity not specified,57.0
51301600.0,"Bread, pita, whole wheat (Includes: whole grain; flatbread)",1.0,1 surface inch,2.0
51301600.0,"Bread, pita, whole wheat (Includes: whole grain; flatbread)",1.0,1 small pita,28.0
51301600.0,"Bread, pita, whole wheat (Includes: whole grain; flatbread)",1.0,1 medium pita,57.0
51301600.0,"Bread, pita, whole wheat (Includes: whole grain; flatbread)",1.0,1 large pita,85.0
51301600.0,"Bread, pita, whole wheat (Includes: whole grain; flatbread)",1.0,1 extra large pita,114.0
51301620.0,"Bread, pita, wheat or cracked wheat (Includes: flatbread)",1.0,Per 100g,100.0
51301620.0,"Bread, pita, wheat or cracked wheat (Includes: flatbread)",1.0,Quantity not specified,57.0
51301620.0,"Bread, pita, wheat or cracked wheat (Includes: flatbread)",1.0,1 small pita,28.0
51301620.0,"Bread, pita, wheat or cracked wheat (Includes: flatbread)",1.0,1 medium pita,57.0
51301620.0,"Bread, pita, wheat or cracked wheat (Includes: flatbread)",1.0,1 large pita,85.0
51301620.0,"Bread, pita, wheat or cracked wheat (Includes: flatbread)",1.0,1 extra large pita,114.0
51301620.0,"Bread, pita, wheat or cracked wheat (Includes: flatbread)",1.0,1 surface inch,2.0
51301700.0,"Bagel, wheat (Includes: Bagel Thins)",1.0,Per 100g,100.0
51301700.0,"Bagel, wheat (Includes: Bagel Thins)",1.0,Quantity not specified,105.0
51301700.0,"Bagel, wheat (Includes: Bagel Thins)",1.0,1 miniature,26.0
51301700.0,"Bagel, wheat (Includes: Bagel Thins)",1.0,1 small,69.0
51301700.0,"Bagel, wheat (Includes: Bagel Thins)",1.0,1 regular,105.0
51301700.0,"Bagel, wheat (Includes: Bagel Thins)",1.0,1 large,131.0
51301700.0,"Bagel, wheat (Includes: Bagel Thins)",1.0,1 Bagel Thin,46.0
51301750.0,"Bagel, whole wheat (Includes: whole grain; Bagel Thins)",1.0,Per 100g,100.0
51301750.0,"Bagel, whole wheat (Includes: whole grain; Bagel Thins)",1.0,1 miniature,26.0
51301750.0,"Bagel, whole wheat (Includes: whole grain; Bagel Thins)",1.0,1 Bagel Thin,46.0
51301750.0,"Bagel, whole wheat (Includes: whole grain; Bagel Thins)",1.0,1 small,69.0
51301750.0,"Bagel, whole wheat (Includes: whole grain; Bagel Thins)",1.0,1 regular,105.0
51301750.0,"Bagel, whole wheat (Includes: whole grain; Bagel Thins)",1.0,1 large,131.0
51301750.0,"Bagel, whole wheat (Includes: whole grain; Bagel Thins)",1.0,Quantity not specified,105.0
51301800.0,"Bagel, wheat, with raisins (Includes: Bagel Thins)",1.0,Per 100g,100.0
51301800.0,"Bagel, wheat, with raisins (Includes: Bagel Thins)",1.0,1 miniature,26.0
51301800.0,"Bagel, wheat, with raisins (Includes: Bagel Thins)",1.0,1 Bagel Thin,46.0
51301800.0,"Bagel, wheat, with raisins (Includes: Bagel Thins)",1.0,1 small,69.0
51301800.0,"Bagel, wheat, with raisins (Includes: Bagel Thins)",1.0,1 regular,105.0
51301800.0,"Bagel, wheat, with raisins (Includes: Bagel Thins)",1.0,1 large,131.0
51301800.0,"Bagel, wheat, with raisins (Includes: Bagel Thins)",1.0,Quantity not specified,105.0
51301805.0,"Bagel, whole wheat, with raisins (Includes: whole grain; Bagel Thins)",1.0,Per 100g,100.0
51301805.0,"Bagel, whole wheat, with raisins (Includes: whole grain; Bagel Thins)",1.0,1 miniature,26.0
51301805.0,"Bagel, whole wheat, with raisins (Includes: whole grain; Bagel Thins)",1.0,1 small,69.0
51301805.0,"Bagel, whole wheat, with raisins (Includes: whole grain; Bagel Thins)",1.0,1 regular,105.0
51301805.0,"Bagel, whole wheat, with raisins (Includes: whole grain; Bagel Thins)",1.0,1 large,131.0
51301805.0,"Bagel, whole wheat, with raisins (Includes: whole grain; Bagel Thins)",1.0,1 Bagel Thin,46.0
51301805.0,"Bagel, whole wheat, with raisins (Includes: whole grain; Bagel Thins)",1.0,Quantity not specified,105.0
51301820.0,"Bagel, wheat, with fruit and nuts (Includes: California Energy Bar; Bagel Thins)",1.0,Per 100g,100.0
51301820.0,"Bagel, wheat, with fruit and nuts (Includes: California Energy Bar; Bagel Thins)",1.0,1 miniature,26.0
51301820.0,"Bagel, wheat, with fruit and nuts (Includes: California Energy Bar; Bagel Thins)",1.0,1 Bagel Thin,46.0
51301820.0,"Bagel, wheat, with fruit and nuts (Includes: California Energy Bar; Bagel Thins)",1.0,1 small,69.0
51301820.0,"Bagel, wheat, with fruit and nuts (Includes: California Energy Bar; Bagel Thins)",1.0,1 large,131.0
51301820.0,"Bagel, wheat, with fruit and nuts (Includes: California Energy Bar; Bagel Thins)",1.0,1 regular,105.0
51301820.0,"Bagel, wheat, with fruit and nuts (Includes: California Energy Bar; Bagel Thins)",1.0,1 California Energy Bar,71.0
51301820.0,"Bagel, wheat, with fruit and nuts (Includes: California Energy Bar; Bagel Thins)",1.0,Quantity not specified,105.0
51301900.0,"Bagel, wheat bran (Includes: Bagel Thins)",1.0,Per 100g,100.0
51301900.0,"Bagel, wheat bran (Includes: Bagel Thins)",1.0,1 miniature,26.0
51301900.0,"Bagel, wheat bran (Includes: Bagel Thins)",1.0,1 Bagel Thin,46.0
51301900.0,"Bagel, wheat bran (Includes: Bagel Thins)",1.0,1 small,69.0
51301900.0,"Bagel, wheat bran (Includes: Bagel Thins)",1.0,1 regular,105.0
51301900.0,"Bagel, wheat bran (Includes: Bagel Thins)",1.0,1 large,131.0
51301900.0,"Bagel, wheat bran (Includes: Bagel Thins)",1.0,Quantity not specified,105.0
51302500.0,"Muffin, English, wheat bran (Includes: Branola)",1.0,Per 100g,100.0
51302500.0,"Muffin, English, wheat bran (Includes: Branola)",1.0,1 muffin,58.0
51302500.0,"Muffin, English, wheat bran (Includes: Branola)",1.0,Quantity not specified,58.0
51302520.0,"Muffin, English, wheat bran, with raisins",1.0,Per 100g,100.0
51302520.0,"Muffin, English, wheat bran, with raisins",1.0,1 muffin,58.0
51302520.0,"Muffin, English, wheat bran, with raisins",1.0,Quantity not specified,58.0
51303010.0,"Muffin, English, wheat or cracked wheat (Includes: Roman Meal; Honey Wheat)",1.0,Per 100g,100.0
51303010.0,"Muffin, English, wheat or cracked wheat (Includes: Roman Meal; Honey Wheat)",1.0,1 muffin,58.0
51303010.0,"Muffin, English, wheat or cracked wheat (Includes: Roman Meal; Honey Wheat)",1.0,Quantity not specified,58.0
51303030.0,"Muffin, English, whole wheat (Includes: whole grain)",1.0,Per 100g,100.0
51303030.0,"Muffin, English, whole wheat (Includes: whole grain)",1.0,1 muffin,58.0
51303030.0,"Muffin, English, whole wheat (Includes: whole grain)",1.0,Quantity not specified,58.0
51303050.0,"Muffin, English, wheat or cracked wheat, with raisins",1.0,Per 100g,100.0
51303050.0,"Muffin, English, wheat or cracked wheat, with raisins",1.0,1 muffin,58.0
51303050.0,"Muffin, English, wheat or cracked wheat, with raisins",1.0,Quantity not specified,58.0
51303070.0,"Muffin, English, whole wheat, with raisins (Includes: whole grain)",1.0,Per 100g,100.0
51303070.0,"Muffin, English, whole wheat, with raisins (Includes: whole grain)",1.0,1 muffin,58.0
51303070.0,"Muffin, English, whole wheat, with raisins (Includes: whole grain)",1.0,Quantity not specified,58.0
51303100.0,"Muffin, English, whole grain white",1.0,Per 100g,100.0
51303100.0,"Muffin, English, whole grain white",1.0,1 muffin,58.0
51303100.0,"Muffin, English, whole grain white",1.0,Quantity not specified,58.0
51306000.0,"Breadsticks, hard, whole wheat (Includes: multigrain; whole grain)",1.0,Per 100g,100.0
51306000.0,"Breadsticks, hard, whole wheat (Includes: multigrain; whole grain)",1.0,1 snack size stick,2.0
51306000.0,"Breadsticks, hard, whole wheat (Includes: multigrain; whole grain)",1.0,1 small stick,5.0
51306000.0,"Breadsticks, hard, whole wheat (Includes: multigrain; whole grain)",1.0,1 medium stick,10.0
51306000.0,"Breadsticks, hard, whole wheat (Includes: multigrain; whole grain)",1.0,1 large stick,20.0
51306000.0,"Breadsticks, hard, whole wheat (Includes: multigrain; whole grain)",1.0,1 extra large stick,35.0
51306000.0,"Breadsticks, hard, whole wheat (Includes: multigrain; whole grain)",1.0,1 cup,46.0
51306000.0,"Breadsticks, hard, whole wheat (Includes: multigrain; whole grain)",1.0,Quantity not specified,12.0
51320010.0,"Roll, wheat or cracked wheat (Includes: dinner roll; submarine roll)",1.0,Per 100g,100.0
51320010.0,"Roll, wheat or cracked wheat (Includes: dinner roll; submarine roll)",1.0,1 miniature/small roll,28.0
51320010.0,"Roll, wheat or cracked wheat (Includes: dinner roll; submarine roll)",1.0,1 medium/regular/sandwich size roll,43.0
51320010.0,"Roll, wheat or cracked wheat (Includes: dinner roll; submarine roll)",1.0,1 large roll,52.0
51320010.0,"Roll, wheat or cracked wheat (Includes: dinner roll; submarine roll)",1.0,1 extra large roll,68.0
51320010.0,"Roll, wheat or cracked wheat (Includes: dinner roll; submarine roll)",1.0,"1 small submarine, hoagie roll",73.0
51320010.0,"Roll, wheat or cracked wheat (Includes: dinner roll; submarine roll)",1.0,"1 medium submarine, hoagie roll",106.0
51320010.0,"Roll, wheat or cracked wheat (Includes: dinner roll; submarine roll)",1.0,"1 large submarine, hoagie roll",153.0
51320010.0,"Roll, wheat or cracked wheat (Includes: dinner roll; submarine roll)",1.0,Quantity not specified,43.0
51320060.0,"Roll, wheat or cracked wheat, hot dog bun (Includes: frankfurter bun)",1.0,Per 100g,100.0
51320060.0,"Roll, wheat or cracked wheat, hot dog bun (Includes: frankfurter bun)",1.0,1 hot dog bun,45.0
51320060.0,"Roll, wheat or cracked wheat, hot dog bun (Includes: frankfurter bun)",1.0,1 foot long hot dog bun,83.0
51320060.0,"Roll, wheat or cracked wheat, hot dog bun (Includes: frankfurter bun)",1.0,Quantity not specified,45.0
51320070.0,"Roll, wheat or cracked wheat, hamburger bun",1.0,Per 100g,100.0
51320070.0,"Roll, wheat or cracked wheat, hamburger bun",1.0,1 miniature/small hamburger bun,28.0
51320070.0,"Roll, wheat or cracked wheat, hamburger bun",1.0,1 hamburger bun,52.0
51320070.0,"Roll, wheat or cracked wheat, hamburger bun",1.0,Quantity not specified,52.0
51320500.0,"Roll, whole wheat (Includes: dinner roll; submarine roll; whole grain)",1.0,Per 100g,100.0
51320500.0,"Roll, whole wheat (Includes: dinner roll; submarine roll; whole grain)",1.0,1 miniature/small roll,28.0
51320500.0,"Roll, whole wheat (Includes: dinner roll; submarine roll; whole grain)",1.0,1 medium/regular/sandwich size roll,43.0
51320500.0,"Roll, whole wheat (Includes: dinner roll; submarine roll; whole grain)",1.0,1 large roll,52.0
51320500.0,"Roll, whole wheat (Includes: dinner roll; submarine roll; whole grain)",1.0,1 extra large roll,68.0
51320500.0,"Roll, whole wheat (Includes: dinner roll; submarine roll; whole grain)",1.0,"1 small submarine, hoagie roll",73.0
51320500.0,"Roll, whole wheat (Includes: dinner roll; submarine roll; whole grain)",1.0,"1 medium submarine, hoagie roll",106.0
51320500.0,"Roll, whole wheat (Includes: dinner roll; submarine roll; whole grain)",1.0,"1 large submarine, hoagie roll",153.0
51320500.0,"Roll, whole wheat (Includes: dinner roll; submarine roll; whole grain)",1.0,Quantity not specified,43.0
51320550.0,"Roll, whole wheat, hot dog bun (Includes: frankfurter bun; whole grain)",1.0,Per 100g,100.0
51320550.0,"Roll, whole wheat, hot dog bun (Includes: frankfurter bun; whole grain)",1.0,1 hot dog bun,45.0
51320550.0,"Roll, whole wheat, hot dog bun (Includes: frankfurter bun; whole grain)",1.0,1 foot long hot dog bun,83.0
51320550.0,"Roll, whole wheat, hot dog bun (Includes: frankfurter bun; whole grain)",1.0,Quantity not specified,45.0
51320560.0,"Roll, whole wheat, hamburger bun (Includes: whole grain)",1.0,Per 100g,100.0
51320560.0,"Roll, whole wheat, hamburger bun (Includes: whole grain)",1.0,1 miniature/small hamburger bun,28.0
51320560.0,"Roll, whole wheat, hamburger bun (Includes: whole grain)",1.0,1 hamburger bun,52.0
51320560.0,"Roll, whole wheat, hamburger bun (Includes: whole grain)",1.0,Quantity not specified,52.0
51320700.0,"Roll, whole grain white",1.0,Per 100g,100.0
51320700.0,"Roll, whole grain white",1.0,1 miniature/small roll,28.0
51320700.0,"Roll, whole grain white",1.0,1 medium/regular/sandwich size roll,43.0
51320700.0,"Roll, whole grain white",1.0,1 large roll,52.0
51320700.0,"Roll, whole grain white",1.0,1 extra large roll,68.0
51320700.0,"Roll, whole grain white",1.0,"1 small submarine, hoagie roll",73.0
51320700.0,"Roll, whole grain white",1.0,"1 medium submarine, hoagie roll",106.0
51320700.0,"Roll, whole grain white",1.0,"1 large submarine, hoagie roll",153.0
51320700.0,"Roll, whole grain white",1.0,Quantity not specified,43.0
51320710.0,"Roll, whole grain white, hot dog bun (Includes: frankfurter bun)",1.0,Per 100g,100.0
51320710.0,"Roll, whole grain white, hot dog bun (Includes: frankfurter bun)",1.0,1 hot dog bun,45.0
51320710.0,"Roll, whole grain white, hot dog bun (Includes: frankfurter bun)",1.0,1 foot long hot dog bun,83.0
51320710.0,"Roll, whole grain white, hot dog bun (Includes: frankfurter bun)",1.0,Quantity not specified,45.0
51320720.0,"Roll, whole grain white, hamburger bun",1.0,Per 100g,100.0
51320720.0,"Roll, whole grain white, hamburger bun",1.0,1 miniature/small hamburger bun,28.0
51320720.0,"Roll, whole grain white, hamburger bun",1.0,1 hamburger bun,52.0
51320720.0,"Roll, whole grain white, hamburger bun",1.0,Quantity not specified,52.0
51401010.0,"Bread, rye (Includes: corn rye; Russian bread; pre-sliced or not)",1.0,Per 100g,100.0
51401010.0,"Bread, rye (Includes: corn rye; Russian bread; pre-sliced or not)",1.0,"1 slice, snack-size",10.0
51401010.0,"Bread, rye (Includes: corn rye; Russian bread; pre-sliced or not)",1.0,Quantity not specified,32.0
51401010.0,"Bread, rye (Includes: corn rye; Russian bread; pre-sliced or not)",1.0,"1 slice, crust not eaten",15.0
51401010.0,"Bread, rye (Includes: corn rye; Russian bread; pre-sliced or not)",1.0,1 small or thin/very thin slice,25.0
51401010.0,"Bread, rye (Includes: corn rye; Russian bread; pre-sliced or not)",1.0,1 medium or regular slice,32.0
51401010.0,"Bread, rye (Includes: corn rye; Russian bread; pre-sliced or not)",1.0,1 large or thick slice,43.0
51401020.0,"Bread, rye, toasted (Includes: corn rye; Russian bread; pre-sliced or not)",1.0,Per 100g,100.0
51401020.0,"Bread, rye, toasted (Includes: corn rye; Russian bread; pre-sliced or not)",1.0,Quantity not specified,29.0
51401020.0,"Bread, rye, toasted (Includes: corn rye; Russian bread; pre-sliced or not)",1.0,"1 slice, crust not eaten",13.5
51401020.0,"Bread, rye, toasted (Includes: corn rye; Russian bread; pre-sliced or not)",1.0,1 small or thin/very thin slice,22.0
51401020.0,"Bread, rye, toasted (Includes: corn rye; Russian bread; pre-sliced or not)",1.0,1 medium or regular slice,29.0
51401020.0,"Bread, rye, toasted (Includes: corn rye; Russian bread; pre-sliced or not)",1.0,1 large or thick slice,39.0
51401020.0,"Bread, rye, toasted (Includes: corn rye; Russian bread; pre-sliced or not)",1.0,"1 slice, snack-size",9.0
51401030.0,"Bread, marble rye and pumpernickel (Includes: pre-sliced or not)",1.0,Per 100g,100.0
51401030.0,"Bread, marble rye and pumpernickel (Includes: pre-sliced or not)",1.0,1 cubic inch,2.8
51401030.0,"Bread, marble rye and pumpernickel (Includes: pre-sliced or not)",1.0,Quantity not specified,32.0
51401030.0,"Bread, marble rye and pumpernickel (Includes: pre-sliced or not)",1.0,"1 slice, crust not eaten",15.0
51401030.0,"Bread, marble rye and pumpernickel (Includes: pre-sliced or not)",1.0,1 small or thin/very thin slice,25.0
51401030.0,"Bread, marble rye and pumpernickel (Includes: pre-sliced or not)",1.0,1 medium or regular slice,32.0
51401030.0,"Bread, marble rye and pumpernickel (Includes: pre-sliced or not)",1.0,1 large or thick slice,43.0
51401030.0,"Bread, marble rye and pumpernickel (Includes: pre-sliced or not)",1.0,"1 slice, snack-size",10.0
51401040.0,"Bread, marble rye and pumpernickel, toasted (Includes: pre-sliced or not)",1.0,Per 100g,100.0
51401040.0,"Bread, marble rye and pumpernickel, toasted (Includes: pre-sliced or not)",1.0,1 cubic inch,2.5
51401040.0,"Bread, marble rye and pumpernickel, toasted (Includes: pre-sliced or not)",1.0,Quantity not specified,29.0
51401040.0,"Bread, marble rye and pumpernickel, toasted (Includes: pre-sliced or not)",1.0,"1 slice, crust not eaten",13.5
51401040.0,"Bread, marble rye and pumpernickel, toasted (Includes: pre-sliced or not)",1.0,1 small or thin/very thin slice,22.0
51401040.0,"Bread, marble rye and pumpernickel, toasted (Includes: pre-sliced or not)",1.0,1 medium or regular slice,29.0
51401040.0,"Bread, marble rye and pumpernickel, toasted (Includes: pre-sliced or not)",1.0,1 large or thick slice,39.0
51401040.0,"Bread, marble rye and pumpernickel, toasted (Includes: pre-sliced or not)",1.0,"1 slice, snack-size",9.0
51401200.0,"Muffin, English, rye",1.0,Per 100g,100.0
51401200.0,"Muffin, English, rye",1.0,1 muffin,58.0
51401200.0,"Muffin, English, rye",1.0,Quantity not specified,58.0
51404010.0,"Bread, pumpernickel (Includes: with raisins; pre-sliced or not)",1.0,Per 100g,100.0
51404010.0,"Bread, pumpernickel (Includes: with raisins; pre-sliced or not)",1.0,"1 slice, snack-size",10.0
51404010.0,"Bread, pumpernickel (Includes: with raisins; pre-sliced or not)",1.0,Quantity not specified,32.0
51404010.0,"Bread, pumpernickel (Includes: with raisins; pre-sliced or not)",1.0,1 small or thin/very thin slice,25.0
51404010.0,"Bread, pumpernickel (Includes: with raisins; pre-sliced or not)",1.0,1 medium or regular slice,32.0
51404010.0,"Bread, pumpernickel (Includes: with raisins; pre-sliced or not)",1.0,1 large or thick slice,43.0
51404010.0,"Bread, pumpernickel (Includes: with raisins; pre-sliced or not)",1.0,"1 slice, crust not eaten",15.0
51404020.0,"Bread, pumpernickel, toasted (Includes: with raisins; pre-sliced or not)",1.0,Per 100g,100.0
51404020.0,"Bread, pumpernickel, toasted (Includes: with raisins; pre-sliced or not)",1.0,Quantity not specified,29.0
51404020.0,"Bread, pumpernickel, toasted (Includes: with raisins; pre-sliced or not)",1.0,1 small or thin/very thin slice,22.0
51404020.0,"Bread, pumpernickel, toasted (Includes: with raisins; pre-sliced or not)",1.0,1 medium or regular slice,29.0
51404020.0,"Bread, pumpernickel, toasted (Includes: with raisins; pre-sliced or not)",1.0,1 large or thick slice,39.0
51404020.0,"Bread, pumpernickel, toasted (Includes: with raisins; pre-sliced or not)",1.0,"1 slice, crust not eaten",13.0
51404020.0,"Bread, pumpernickel, toasted (Includes: with raisins; pre-sliced or not)",1.0,"1 slice, snack-size",9.0
51404500.0,"Bagel, pumpernickel (Includes: rye; Bagel Thins)",1.0,Per 100g,100.0
51404500.0,"Bagel, pumpernickel (Includes: rye; Bagel Thins)",1.0,1 miniature,26.0
51404500.0,"Bagel, pumpernickel (Includes: rye; Bagel Thins)",1.0,1 Bagel Thin,46.0
51404500.0,"Bagel, pumpernickel (Includes: rye; Bagel Thins)",1.0,1 small,69.0
51404500.0,"Bagel, pumpernickel (Includes: rye; Bagel Thins)",1.0,1 regular,105.0
51404500.0,"Bagel, pumpernickel (Includes: rye; Bagel Thins)",1.0,1 large,131.0
51404500.0,"Bagel, pumpernickel (Includes: rye; Bagel Thins)",1.0,Quantity not specified,105.0
51404550.0,"Muffin, English, pumpernickel",1.0,Per 100g,100.0
51404550.0,"Muffin, English, pumpernickel",1.0,1 muffin,58.0
51404550.0,"Muffin, English, pumpernickel",1.0,Quantity not specified,58.0
51407010.0,"Bread, black (Includes: pre-sliced or not)",1.0,Per 100g,100.0
51407010.0,"Bread, black (Includes: pre-sliced or not)",1.0,Quantity not specified,28.0
51407010.0,"Bread, black (Includes: pre-sliced or not)",1.0,1 small or thin/very thin slice,24.0
51407010.0,"Bread, black (Includes: pre-sliced or not)",1.0,1 medium or regular slice,28.0
51407010.0,"Bread, black (Includes: pre-sliced or not)",1.0,1 large or thick slice,43.0
51407010.0,"Bread, black (Includes: pre-sliced or not)",1.0,"1 slice, crust not eaten",13.0
51407010.0,"Bread, black (Includes: pre-sliced or not)",1.0,"1 slice, snack-size",10.0
51407020.0,"Bread, black, toasted (Includes: pre-sliced or not)",1.0,Per 100g,100.0
51407020.0,"Bread, black, toasted (Includes: pre-sliced or not)",1.0,Quantity not specified,25.0
51407020.0,"Bread, black, toasted (Includes: pre-sliced or not)",1.0,1 small or thin/very thin slice,22.0
51407020.0,"Bread, black, toasted (Includes: pre-sliced or not)",1.0,1 medium or regular slice,25.0
51407020.0,"Bread, black, toasted (Includes: pre-sliced or not)",1.0,1 large or thick slice,39.0
51407020.0,"Bread, black, toasted (Includes: pre-sliced or not)",1.0,"1 slice, crust not eaten",12.0
51407020.0,"Bread, black, toasted (Includes: pre-sliced or not)",1.0,"1 slice, snack-size",9.0
51420000.0,"Roll, rye",1.0,Per 100g,100.0
51420000.0,"Roll, rye",1.0,Quantity not specified,43.0
51420000.0,"Roll, rye",1.0,1 miniature/small roll,28.0
51420000.0,"Roll, rye",1.0,1 medium/regular/sandwich size roll,36.0
51420000.0,"Roll, rye",1.0,1 large roll,43.0
51421000.0,"Roll, pumpernickel",1.0,Per 100g,100.0
51421000.0,"Roll, pumpernickel",1.0,Quantity not specified,36.0
51421000.0,"Roll, pumpernickel",1.0,1 miniature/small roll,28.0
51421000.0,"Roll, pumpernickel",1.0,1 medium/regular/sandwich size roll,36.0
51501010.0,"Bread, oatmeal (Includes: pre-sliced or not)",1.0,Per 100g,100.0
51501010.0,"Bread, oatmeal (Includes: pre-sliced or not)",1.0,1 large or thick slice,43.0
51501010.0,"Bread, oatmeal (Includes: pre-sliced or not)",1.0,Quantity not specified,28.0
51501010.0,"Bread, oatmeal (Includes: pre-sliced or not)",1.0,1 cubic inch,4.3
51501010.0,"Bread, oatmeal (Includes: pre-sliced or not)",1.0,1 small or thin/very thin slice,25.0
51501010.0,"Bread, oatmeal (Includes: pre-sliced or not)",1.0,1 medium or regular slice,28.0
51501010.0,"Bread, oatmeal (Includes: pre-sliced or not)",1.0,"1 slice, crust not eaten",13.0
51501010.0,"Bread, oatmeal (Includes: pre-sliced or not)",1.0,"1 slice, snack-size",10.0
51501020.0,"Bread, oatmeal, toasted (Includes: pre-sliced or not)",1.0,Per 100g,100.0
51501020.0,"Bread, oatmeal, toasted (Includes: pre-sliced or not)",1.0,1 large or thick slice,39.0
51501020.0,"Bread, oatmeal, toasted (Includes: pre-sliced or not)",1.0,Quantity not specified,25.0
51501020.0,"Bread, oatmeal, toasted (Includes: pre-sliced or not)",1.0,1 small or thin/very thin slice,22.0
51501020.0,"Bread, oatmeal, toasted (Includes: pre-sliced or not)",1.0,1 medium or regular slice,25.0
51501020.0,"Bread, oatmeal, toasted (Includes: pre-sliced or not)",1.0,"1 slice, crust not eaten",12.0
51501020.0,"Bread, oatmeal, toasted (Includes: pre-sliced or not)",1.0,"1 slice, snack-size",9.0
51501040.0,"Bread, oat bran (Includes: pre-sliced or not)",1.0,Per 100g,100.0
51501040.0,"Bread, oat bran (Includes: pre-sliced or not)",1.0,1 large or thick slice,43.0
51501040.0,"Bread, oat bran (Includes: pre-sliced or not)",1.0,Quantity not specified,28.0
51501040.0,"Bread, oat bran (Includes: pre-sliced or not)",1.0,1 small or thin/very thin slice,24.0
51501040.0,"Bread, oat bran (Includes: pre-sliced or not)",1.0,1 medium or regular slice,28.0
